source,target,weight,PMID
Rela,Vcam1,1,10329958;10496926;10553096;10833420;10946302;11359843;16249517;16317091;16385502;16453001;16627481;19281832;19422386;20966071;22708120;23042817;7536741;7537851;7692229
Tp53,Ing1,1,10554029;10660101;10754201;11956069;14522900;16440314;16465410;17332334;9440695
Tp53,Mbp,1,10554029
Ets1,Flt1,1,10554042;16861237;18625704
Sp3,Abcc3,1,10556032;11846400;16132117
Sp3,Slc2a1,-1,10556032;11689000;14644496
Cebpe,Ltf,1,10556201;12522000;15588942
Cebpg,Osm,1,10556323
Irf1,Camk4,1,10557076;10956389;11464288;11675374;12493643
Irf1,Trim63,1,10557076;10934221;11473119;12493643;12672806;18641303;20308629;22053985;22547704;9795374
Irf2,Camk4,1,10557076;11464288;12493643
Irf2,Ciita,1,10557076;10956389;11058120;11464288;12493643;14530341
Ciita,Irf2,1,15950283
Usf1,Brca2,1,10557089;10961992;12591928;18990703
Elf1,Brca2,1,10557089;18990703
Usf2,Brca2,1,10557089
Sp1,Tnf,1,10559188;10688670;10829018;10913190;11390427;11500175;12378384;12509451;12560487;12759366;15175554;1618817;16847329;17047073;17307735;17897957;18218727;18357389;18467438;18930140;20068037;20221720;20701940;21320120;21411747;21784970;22534375;23733894;27030318;7649977;7918637;8258705
Smad7,Smad3,-1,30017632
Smad3,Smad7,1,10559222;10753944;10823886;10839991;10843994;10887185;10973944;12761881;15183844;15579469
Smad4,Smad7,1,10559222;10753944;10823886;10839991;10843994;10887185;15128733;15183844;16442497;19032343
Smad7,Smad7,1,10559222;10656934;10839991;10887185;12947087;15579469;16110474;16278212;22656308;23633623
Fosl1,Eln,-1,10559225;19682489
Jun,Eln,-1,10559225;11557580;11967999;12135766;1281483;1637804
Jun,Fgf2,1,10559225;10913304;11281649;11551904;23331079;23485603;9456251
Tp73,Bax,1,10559267;11748232;17346710;17521288;18034190;18418051;18421303;18644986;19067706
Sox10,Chrna10,1,10559384
Pou3f1,Chrna3,1,10559384;8144606;8756659
Sox10,Chrna3,1,10559384;11044731;19304657
Hif1a,Cdkn1a,1,10559391;15071503;15190211;20043814;21362093
Ahr,Ahr,1,10561076;10620335;10666294;11742002;12139968;12951469;14529614;14678789;15492120;15964790;16601081;17511620;17690134;18086832;18940186;18983832;19333233;19500377;20478378;21111492;21266776;21569840;21732638;21878739;22273977;22728919;23196670;23208493;23689136;24127753;24145128;24639079;8806768;8824226;9015389;9853009
Ahr,Ghrhr,1,10561076;14678789;18086832
Nr3c1,Cps1,1,10562461;9774647
Nkrf,Ifnb1,1,10562553;11203193;19542452;23808420;24223729
Tp53,Rnf123,1,10562557;11593391;21422812;22085928
Tfap2a,Mpg,1,10563836
Atf6,Hspa5,1,10564271;10856300;10866666;11256944;12076252;12713871;14973138;15899857;16452489;17117415;17241871;17522056;19622751;19667116;20165829;20801537;22189555
Stat5a,Il6,1,10566591;22854263;9240457
Sp1,Cd74,1,10567217;17511886;8955189
Atf1,Tgfb2,1,10567368;11776974
Creb1,Tgfb2,1,10567368;11776974;20629536
Atf1,Tgfbr2,1,10567368;9694866
Creb1,Cblif,1,10567368
Creb1,Tgfbr2,1,10567368;20629536
Usf1,Cblif,1,10567368
Usf1,Tgfbr2,1,10567368
Usf2,Cblif,1,10567368
Gata5,Nppa,1,10567378
Sp1,Oas1a,1,10567409
Sp3,Oas1a,1,10567409
Hopx,Fkbp4,1,10567529
Myc,Cad,1,10567564;10657901;10931841;11673469;11983916;12177005;14519204;17706770;24771621;7739536;9111322;9811896
Usf1,Cad,1,10567564;9111322;9811896
Tcf3,Ins2,1,10567574;10636926;11756538;15862113;15885879;16055439;16099819;16825292;7708065;8552091;8754784;9328343;9353292;9665477;9685329
Hr,Xrcc1,1,10567581
Jund,Nr4a1,1,10567637;11719525;16264271;7969116
Nkx6-1,Ins2,1,10567713;10799563;11309388;16101311;18506085;19264802;21983268;22968147;23382448;9230347
Fos,Ube2b,1,10569923
Jun,Ube2b,1,10569923
Irf1,Ncf2,1,10570299
Irf8,Ncf2,1,10570299;11483597
Spi1,Samhd1,1,10570299;14734612;7814871
Irf1,Crebbp,1,10570299;15355347;15659847
Crebbp,Irf1,1,18497060
Irf8,Crebbp,1,10570299
Klf5,Ltf,1,10572182
Ybx1,Tat,1,10573156
Cebpb,Abcc2,1,10573531
Egr1,Tp73,1,10574463;16990849;17822668
Sp1,Tp73,1,10574463
Tp73,Sp1,-1,15737644
Tfap2a,Tp73,1,10574463
Tp73,Tp73,1,10574463;10815895;11786399;12766778;14602923;14760085;16193303;16990849;17700533;17822668;17980704;18611950;18660752;20921405;21436470;21994467;22002055;22278203;22952705;23085759;23384909;23828567;24404147
Erg,Icam2,1,10574717;19359602
Hnf4a,Ang,1,10574924;14672953;15067378
Sp1,Nos3,1,10574932;10713142;12270858;12684688;12759366;15061658;15180995;15722551;18624763;19105596;9614091
Fev,Ddc,1,10575032
Id3,Pdlim7,1,10575541
Znf316,Pdlim7,1,10575541
Znf316,Rgs2,1,10575541
Srebf1,Scarb1,1,10579331;12470667;15486308
Sp1,Emb,1,10580152
Sp3,Gast,1,10580833;9271241
Ctcf,App,1,10582586;11706010;9407128
Pitx3,Aldh2,1,10585298
Nfkb1,Bcl2l1,1,10585435;10733571;10925251;11756417;11992002;12176906;12226754;14739605;14978135;15231833;15756023;15856023;15986355;16453001;16904634;17673602;18222423;18223231;20066113;9439816
Rela,Bcl2l1,1,10585435;10733571;10925251;12226754;14739605;14978135;15231833;15756023;15856023;15986355;16453001;16904634;17673602;18223231;19706766;20066113;20585448;21722408;9439816
Sp1,Serpinh1,1,10585450
Dnmt1,Vegfa,1,10585594;17934516
Hr,Vegfa,1,10585594;12393646;12433987
Yy1,Ptpra,1,10585862;10787423
Srebf1,Fasn,1,10520861;10585876;11082286;11110846;11287605;11443121;11530940;11790787;11855808;12177166;12440974;12897158;15220339;16308421;16601238;16834571;16891625;17197698;17313375;17449569;17531980;17956315;18226595;18281474;18413311;18420801;18682402;18774944;19244231;20067991;20130133;20371699;20373869;21447637;22279139;22331133;23300015
Id2,Fas,-1,10585876
Id3,Fas,-1,10585876
Crem,Il2,1,10586058;11238674;12370343;12626549;15322221;15841182;17056544;17237447;21976679;22942433;23019580;23124208;8622971;9545284
Stat6,Ccl11,1,10586089;11254707;11415942;14660485;15166478;15972682;17541284;19265112;20169197;21801248;22254182
Wt1,Tgfb1,1,10586431;21378152;8058069
Mitf,Tyr,1,10080955;10587587;11532965;12034359;12093801;12136092;12204775;12663655;14717844;15558216;17083486;17516925;18424413;19067971;1999537;20099279;20482673;20485200;21519923;21910056;22259223;23098757;23872139;23876066;24769727;7969144;8645245;8707852;8749302;8995290;9158138;9170159;9500554;9647758
Tfap2a,Krt10,-1,10588870;20500798
Cebpa,Krt10,1,10588870
Cebpb,Krt10,1,10588870
Cebpb,Tfap2a,1,10588870
Cebpg,Tfap2a,1,10588870
Tfap2a,Tfap2a,1,10588870;10645007;10704285;10966787;11373277;11406275;12072434;16520390;17525739;18472212;19115315;20195529;20675573;20805990;21047783;22745243;7517240;9154804;9632718;9758708;9858544
Tfap2a,Cebpa,-1,10588870;11050170;11688971;19089912
Hif1a,Serpine1,1,10590062;11313255;11877282;12393531;14567996;14708599;14978738;15968405;16778202;17197388;17384280;17570486;17721610;18381294;19132225;19490965;19828020;20136501;20216986;20351105;21132271;8672239;9427542
Hif1a,Tcirg1,1,10590062
Myb,Ccna1,1,10590070
E2f1,Cdkn2a,1,10594030;10914734;11062467;11314038;11526499;11705881;11870517;12695664;12766778;15175242;15716352;16211008;17912037;19115249;19641316;20580656;20664976;21765927;22621932
Ncoa1,Crebbp,1,10594042;10777539;11463834;11747826;12748280;14966289;15671023;17244199;17400812;18193094;19194461;9223281;9792627
E2f1,Ccna2,1,10594784;11264255;14681231;20580656;24335704;7623816;9178900
Nfkb2,Tnf,1,10595582;17855547
Runx1,Etv6,1,10597047
Tp53,Brca1,-1,10597265;10884389;11003642;11295099;11384963;11431698;11782367;12024039;12170778;12549011;12802282;14710355;15735697;16229810;16357511;17993233;18208621;18625847;19882681;21245169;21742769;9582019;9619832
Pou4f2,Brca1,-1,10597274;11470235
Pou4f1,Brca1,1,10597274;11470235;12841847
Cebpg,Adipoq,1,10598019;15504955;15850785
Myc,Hmox1,1,10600159;12695333
Creb1,Alas2,1,10600163;11139395
Rara,Ucp1,1,10600643;22561685
Smad3,Cdkn1a,1,10506225;10601254;10878024;14583455;14647420;14755691;16819512;17516505;9618481
Tfap2a,Saa2,1,10601277;11278660
Tfap2a,Saa1,1,10601277;11278660
Cebpb,Mmp11,1,10601280
Cebpg,Mmp11,1,10601280
Wt1,Tert,-1,10601322;12807729;18754863;20842112;22654424
Nrf1,Gss,1,10601325;15890065
Nrf1,Nfe2,1,10601325;8248256
Rora,Oxt,1,10601979
Nr2f1,Oxt,-1,10601979;8195142
Fos,Il2,1,10601992;11260070;11262396;11385624;11685114;12432566;1305903;15170389;1737937;18725523;1916630;19181930;20557936;20680391;22474330;2518655;7565732;7739550;7989759;8114694;8397339;8468462;8473495;8660843;8893011;9233628;9590239;9605137
Sp1,Srf,1,10330138;10602487
Pax3,Akt1,1,10602488
Tp53,Timp3,1,10602522;16236433;9006089
Pax6,Eya1,1,10603348
Prox1,Eya1,1,10603348
Prox1,Eya2,1,10603348
Klf3,C4b,1,10605024
Pax3,C4b,1,10605024
Ar,Cdkn1a,1,10076995;10606230;10809237;11606392;16281084;20610535
Tp63,Tp53,1,11382762;14576823;19861536;20442293;22117221
Tp53,Tp63,-1,10606233;11238924;11382762;11423969;14576823;16516862;16931914;18388131;19858204;20442293;23019126
Max,Tert,1,10606235;11274400;12821782;12941894;12970752;15665468;19003324;19787269;20723213;21807113;21855630
Egr1,Igf2,1,10606246;11336542;14517213;8276819;8634146;9610618
Wt1,Igf2,-1,10606246;1323141;7535092;7553624;7862533;8119964;8196623;8634146;9460996;9927198
Myc,Ncl,1,10606642;11983916;12695333;14519204;24951594;25018006
Usf1,Polr3d,1,10606642
Tfap2a,Acadvl,1,10607478;14611808
Hes1,Ckm,1,10607593
Tfap2a,Csf2,1,10608823
Tfap2a,Hcrt,1,10608823
Tp53,Nos3,-1,10608825;20947822
Cdx2,Glb1,1,10611160;10677375
Peg3,Vegfa,1,10611347
Nr2e3,Rlbp1,1,10611353
Rara,Rlbp1,1,10611353
Ets1,Pthlh,1,10612419;11590145;12628005;12850290;15072578;15889157;8063775;8371355;9030555
Ncoa1,Nrip1,1,10612426;23547260
Ncor2,Crebbp,1,10612426;12589049
Ncor2,Nrip1,1,10612426;9556573
Cebpb,Igf1,1,10614631;11825899;15059951;15060147;15299028;17615245;19056928;7708053
Tp53,Prkcg,1,10614633;9895308
Tp53,Psma5,1,10614633
Sp1,Sgk1,1,10614661;9415398
Sp3,Sgk1,1,10614661;9415398
Ncoa1,Sftpb,1,10617585
Ncoa2,Sftpb,1,10617585
Ncoa3,Sftpb,1,10617585
Jun,Egf,1,10617690;10973489;12954631;14518567;15075211;15238218;15375216;15772294;16214953;18625220;19937979;7629150;8885243
Tp53,Tgfb1,1,10618379;12732139;14514686;14761612;16138117;18593586;22264233;23063463;23706820;8119773;8183578
Tp53,Gdf15,1,10618379;10777512;11895857;11994274;12011055;12767058;16435911;17191121;17276395;17569660;17762884;20230799;21586550
Sp1,Acly,-1,10618488;10801800;11989980
Sp3,Acly,1,10618488
Sp3,Fasn,1,10618488;11368006;12440974
Jun,Micu1,1,10618645
Sp1,Tnc,1,10618716;15001984;16245312
Fli1,Tnc,1,10618716;16245312
Gabpa,Tnc,1,10618716
Ahr,Tf,1,10620335
Nr2f1,Cyp1a1,-1,10620335
Mitf,Mc1r,1,10623832;12204775
Elf4,Abcb1a,1,10625494;14769796
Sp1,Src,1,10625617;19112177
Sp3,Src,1,10625617;16781829
Tal1,Tal1,1,10625632;12239153;1396592;14513050;15477694;16778171;20028976;20855495;22728030;22773876;23698277;7624120;7949138;8016095
Hoxc8,Spp1,1,10625647
Smad1,Spp1,1,10625647;14672939;19664780;20965237;21276840;21467818
Spdef,Klk1b26,1,10625666;16237704;17483333
Spdef,Klk1b8,1,10625666;16237704;17483333
Spdef,Klk1b9,1,10625666;16237704;17483333
Spdef,Klk1b1,1,10625666;16237704;17483333
Spdef,Klk1b11,1,10625666;16237704;17483333
Spdef,Klk1b27,1,10625666;16237704;17483333
Spdef,Klk1b22,1,10625666;16237704;17483333
Spdef,Klk1b21,1,10625666;16237704;17483333
Spdef,Klk1b5,1,10625666;16237704;17483333
Spdef,Klk1b16,1,10625666;16237704;17483333
Spdef,Klk1b3,1,10625666;16237704;17483333
Spdef,Klk1b24,1,10625666;16237704;17483333
Spdef,Klk1b4,1,10625666;16237704;17483333
Spdef,Klk1,1,10625666;16237704;17483333
Ctcf,Myc,-1,10625678;12032779;12524457;12897849;1795697;19568426;2284094;24725430;8246978;8649389;9591631
Bcl6,Bcl6,-1,10626250;11579468;12165517;12407182;12835729;17125145;19631565;20368579;20605493;20733034;22493480;23160044;23852341;24605077;24859451
Hnf4a,Cyp7a1,-1,10627496;11402042;15322103;15331348;15933209;16049268;16323215;16488887;16492670;17603092;17636037;17660447;17920062;21963511;23038264;23626788;9013589;9799805
Ar,Pias1,1,10628744;18656483
Nr5a1,Inha,1,10628748;12732619;12861022;22734036;23326390
Crem,Aprt,1,10628749;17227776;8735279
Stat5b,Crebbp,1,10628751
Stat5b,Stat5b,1,10628751;12588773;14532269;20378540
Stat5b,Tkt,1,10628751
Rara,Rarb,1,10629053;10629091;10929206;11497266;11839811;1316240;1318502;14528273;1650576;16613989;16782888;16832676;2153268;2164682;7969156;8001825;8388240;9108446;9184230
Rarb,Rara,1,1337576;1650576;17291686
Rarb,Rarb,1,10629091;10734315;10929206;11158236;11358817;11683489;11979430;11980632;12392082;12767074;12943740;15651062;15959780;1650576;16613989;1668276;16806674;17622583;17804711;18075297;20426865;21554977;7923214;8388240;8389001;8397452;9343411;9343423;9500212
Rarb,Actb,1,10629091
Cebpg,Ucn,1,10630405
Rela,Ucn,1,10630405
Cebpb,Ptgs2,1,10631313;10652293;10724331;10841183;10956548;11095928;11259631;11278846;11522796;11668179;12086405;12914528;14645533;14966110;15221958;15713664;16399783;16452236;16699180;16786175;16820889;16981245;17556653;18294142;18367585;18444174;18650268;18820298;19908286;20506344;21150337;22369775;7559624
Nr3c1,Ptgs2,-1,10631313;10701683;10827178;16198345;18650268;18657608;18945810;19797430;9918831
Tox,Omp,1,10632889;11952906
Spi1,Ins2,1,10634407
Spi1,Rps15,1,10634407
Ppara,Lpl,1,10634806;10774955;12042669;12208475;14960661;15713663;16890192;8895578;9226459
Nrf1,Eif5b,1,10634932
Nrf1,Slc25a5,1,10634932
Nrf1,Tnfrsf11a,1,10634932
Nrf1,E2f1,1,10634932
Tfe3,Serpine1,1,10636910;12551947;9765209
Smad4,Msx2,1,10636910;14551209;18334251
Ddit3,Mapk14,1,10636915
Neurod1,Ins2,1,10545951;10636926;11549279;11756538;11799123;12426319;12665509;12684063;15650322;15664997;15797719;15862113;15906379;15944145;15993959;16055439;16186386;16461554;16825292;17259388;17299998;17300753;17449132;17569705;17785922;17927952;18035054;18252719;19264802;19619559;19689288;20616010;20943817;21084850;22172402;22974359;23927931;24732800;8552091;9230347;9685329
Rest,Grin1,-1,10640675;12425938;12887696;15950782;18557703
Neurod2,Pkn1,1,10640683
Pax2,En2,1,10640701
Klf13,Tagln,1,10642511
Gtf2ird1,Rb1,1,10642537
Mafb,Mafb,1,10642889;17548468;22753472;22820162;9477316
Myod1,Mafb,1,10642889;10721736
Mybl2,Lox,1,10643973
Sp1,Ccl12,1,10636866;10644332;10657660;10792620;12488502;12682245;12787135;16847329;17255531;23349788;25108845;8051410;8630731
Sp1,Cxcl14,1,10644332;22382027;7479086
Nr2f1,Cd44,1,10644740;11682620;12943729
Nr2f2,Cd44,1,10644740;11682620;12943729
Nr2f6,Cd44,1,10644740;11682620
Nr2c2,Cd44,1,10644740;11682620;18174360
Elk3,Cd44,1,10644740
Ahr,Rb1,1,10644764
Myb,Crebbp,1,10644988;9528793
Elf3,Tgfbr2,1,10644990;11313868;11893733;14582709;14976186;9417054
Elf3,Tgfb1,1,10644990
Tfap2a,Erbb2,1,10645007;10698518;11485026;12942124;15870067;16108032;18177484;18218085;19906305;22577344;7846046;9850080
Klf6,Adcyap1,1,10646500;21329727
Plag1,Igf2,1,10646861;11284386;11888928;14695992;14712223;16108035;16207715;23023303
Ssrp1,Ctsg,1,10648798
Tfap2c,Cga,1,10648798
Creb1,Scg2,1,10648883;12581877
Cebpb,Ins2,1,10649437;19164449;21063109;9353292
Rela,Fn1,1,10649441;10867646;12372417;18064631;22223884
Nfkb1,Fn1,1,10649441;10867646;22223884
Cebpd,Pparg,1,10649448;12215492;12524424;15284209;18619497;20444940;20971808;9367890
Pgr,Hpgd,1,10650939
Ets2,Hpgd,1,10650939
Etv4,Hpgd,1,10650939
Fos,Bcl2,1,10651227;19079363
Pgr,Myc,-1,10651641;22396492;22892083;8701093;9305935;9408078
Mef2a,Clca1,1,10652194
Mef2a,Mstn,1,10652194;23185892
Sp1,Lbr,1,10652194
Sp1,Mstn,1,10652194
Pou1f1,Tbata,1,10652292
Pou1f1,Tshb,1,10652292;10931853;12385825;12655183;16396960;16901973;17244762;18594277;18653712;19103719;19556346;19887646;21533184;22634956;7529501;7876215;8036746;8226861;8276142;8407911;8550592;8879985;8910541;9167960;9207961;9305891;9973253
Foxa2,Pdx1,1,10652343;11278466;11875061;12052878;12970316;17510498;19141476;21385937
Pdx1,Foxa2,1,16644672;17510498
Yy1,Cftr,1,10652351;16170155;20309604;23560079
Zeb1,Col2a1,-1,10652357
Snai1,Cdh1,-1,10655587;11912130;12161443;12508111;12579345;12668723;14673164;15026811;15300012;15311212;15448698;15492833;16273209;16322400;16424022;16502042;16617148;16804902;17060462;17082242;17490644;17655524;17671186;17724139;18321996;18347060;18385519;18519590;18565826;18701475;18773488;18801366;19055748;19179606;19635798;19784072;19789323;19874710;19893985;20053763;20455091;20562920;20576520;20801642;21081648;21685935;21796367;21846773;22128911;22158034;22562246;22614005;22775504;22911555;23054398;23295740;23424071;23637992;23658826;23671646;23752226;24095903;24168186;24228088;24293287;24305977;24424621;24448241;24504364;25025961
Mybl2,Cdk9,1,10656684
Tp53,Cdk9,1,10656684;16741955;22100912
Sp3,Znf143,1,10657238
Sp1,Il10,1,10657644;10861063;10903771;11278848;12493739;12847250;15972681;16413748;16871431;17202341;17376198;18843277;19307576;19564345;20072143;21309719;22469463;22940633
Stat6,Alox15,1,10657944;11509556;12517954;18799463;23285160
Fos,Cd44,1,10657993
Jun,Cd44,1,10657993
Stat3,Stat3,1,10660304;10959419;11104795;11120780;12640143;14498832;15284113;15688401;15705894;16061651;16293640;16516862;17510282;17922140;17997399;18566225;18576943;18786563;19074878;19435463;20826784;21957129;22069317;22108192;22120521;22140473;22586032;22991431;23416296;23637829;23941877;24431073;9497331;9566874
Crem,Th,-1,10660577;11108136;11438978;20367754;8810303
Crem,Gast,1,10660591;17185632
Hesx1,Kras,1,10664445
Myb,Actg2,1,10666057
Myb,Acta2,1,10666057
Klf6,Plau,1,10666204
Klf6,Plg,1,10666204
Tbp,Vcp,1,10666281
Ahr,Ache,1,10666294
Apex1,Cd19,1,10666449
Jun,Ptgs2,1,10668496;10811116;11234900;11278336;11356200;11901151;11980644;12057991;12086396;15238218;15525691;15772294;15994313;16001969;16007171;16256955;16339564;17556653;18097055;18282182;18294142;19522015;19783677;19825968;20237399;22472290;23523690;9620167;9686761;9705326;9830045;9988750
Nr2f1,Gal,1,10668629
Ar,Lcp1,1,10668786;16281503
Egr1,Flt1,1,10669633;10828020
Znf354c,Flt1,1,10669633
Sp1,Sod2,1,10669635;11560779;11853549;11912921;12083788;12388080;15706661;15869407;16740634;18779124;21419216;22009531;23500038;23784082;23834335;7702755
Bach2,Fgf4,1,10669750
Patz1,Myc,1,10669750
Pparg,Il2,-1,10671476;11726648;15187132;16611855;19217272;19712756
Cebpg,Ldlr,1,10671569
Myc,Kras,1,10672043;21252116;22081066;8076602
Tbp,Igfbp7,1,10672904;10688640;10896937;11134347;11316804;11780067;12192054;16407318;23884444;8058785;8524864;8670810;9203586
Tbp,Mmp3,1,10672904;8058785;9203586
Zhx2,Afp,-1,10673330;18194454;19273305;23837980
Cebpb,Rhd,1,10674395;15004428
Foxa2,Foxa2,1,10674400;11891324;12509444;12865419;15205324;1732730;18593902;20820189;21867676;24807696
Foxa2,Hnf4a,1,10674400;9685261
Hnf4a,Foxa2,1,10674400
Hnf4a,Hnf4a,1,10674400;11435618;11522818;11535594;11679424;11818510;12601360;12915406;15331348;15550563;15651981;16771709;16807375;17022998;1734282;17403778;18058600;18474611;19088433;19353766;19454287;19835622;20093419;20621834;21298017;22808265;23298640;23775631;24038081;8065354;8550563;8620471;9111350;9651383
Onecut1,Foxa2,1,10674400;12509444;9441664;9774514
Foxa2,Onecut1,1,12509444
Onecut1,Hnf4a,1,10674400;11585914;18058600
Hnf4a,Onecut1,1,10674400
Stat5a,Onecut1,1,10674400;10803577
Stat5a,Tfap2a,1,10674402
Tbp,Dr1,1,10675336;11283253;11744923;12237409;17407552;18048413;8670811
Dr1,Tbp,-1,16858867;8670811
Tbp,Polr2f,1,10675336;10760173;14730212;19805548;2050122;8247010;8524864;9087428;9203586
Ets1,Nr1h2,1,10675617
Cebpb,Rbpj,1,10677215
Cdx2,Lct,1,10677375;12459179;16301215;16480684;17161847;9148757
Cebpg,Csf3,1,10677505
Cebpg,Prtn3,1,10677505;11290610
Myb,Prtn3,1,10677505;11290610
Spi1,Csf3,1,10677505;12130514;12958595;20864248
Spi1,Prtn3,1,10677505;8943304
Gata4,Amh,1,10446911;10677509;11097782;11259267;11518812;12732652;12907682;15383177;18445271;21220346
Nr5a1,Amh,1,10446911;10677509;10741423;11259267;11518812;12151099;12732652;12907682;12917325;13678390;15383177;15829514;16806847;21220346;9059565;9774680
Rxra,Bglap,1,10677586;7705332
Rxra,Bglap3,1,10677586;7705332
Rxra,Bglap2,1,10677586;7705332
Vdr,Bglap,1,10677586;11278818;11891855;12697832;1353882;15225783;15299011;15456860;1664043;17218095;17786964;20227497;2175914;21964930;22405968;7705332;7981122;8014199;8076631;8119880;8382695;8920918;8990171;9257196
Vdr,Bglap3,1,10677586;11278818;11891855;12697832;1353882;15225783;15299011;15456860;1664043;17218095;17786964;20227497;2175914;21964930;22405968;7705332;7981122;8014199;8076631;8119880;8382695;8920918;8990171;9257196
